0,7067.526072437,20096,0,0,0,0,0,0,0
0,8327.414982538,20096,0,0,0,0,0,0,0
0,9736.453160852,20096,0,0,0,0,0,0,0
0,12848.17270704,20096,0,0,0,0,0,0,0
0,22169.01778871,20096,0,0,0,0,0,0,0
0,16865.16399444,20096,0,0,0,0,0,0,0
0,19370.0907016,20096,0,0,0,0,0,0,0
0,425009.789325,20096,0,0,0,0,0,0,0
0,308674.5233004,20096,0,0,0,0,0,0,0
0,337689.401102,20096,0,0,0,0,0,0,0
0,351136.1573629,20088,0,0,0,0,0,0,0
0,290806.8340202,20088,0,0,0,0,0,0,0
0,219138.1483321,20096,0,0,0,0,0,0,0
0,155812.6351181,20032,0,0,0,0,0,0,0
0,195042.6285606,20096,0,0,0,0,0,0,0
0,168548.8272286,20024,0,0,0,0,0,0,0
0,167253.0104195,20032,0,0,0,0,0,0,0
0,363502.9010564,20088,0,0,0,0,0,0,0
